参数路径,当前值,ops.veh_commercial,ops.veh_passenger_ops,ops.veh_private,ops.veh_total,ops.battery_vehicle,ops.battery_station,ops.battery_total,ops.annual_energy,scale.daily_swaps,scale.heavy_stations,scale.choco_stations,mfg.swap_veh_2030,mfg.charge_veh_2030,mfg.swap_gwh_2030,mfg.charge_gwh_2030,capex.initial_capex,capex.equity_call,capex.peak_call,capex.project_debt,swap.revenue,swap.service_rev,swap.rent_rev,swap.ancillary,swap.opex,swap.ebitda,swap.required_ebitda,swap.coverage,swap.operating_value,mfg.with_swap_np,mfg.no_swap_np,val.power_with_swap,val.power_no_swap,val.swap_increment,val.incr_over_mktcap,fund.peak_cash_to_cfo,fund.closing_liquidity,fund.exposure
vehicles.ridehail.daily_km,342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0383,0.0021,0.0350,0.0986,0.0000,0.1405,0.0000,0.0000,0.0000,0.0000,0.0101,0.0095,0.0000,0.0104,0.0185,0.0350,0.0013,0.0797,0.0406,0.0162,0.0078,0.0084,0.0173,0.0000,0.0000,0.0062,0.0000,0.0155,0.0155,0.0000,-0.0005,0.0000
vehicles.ridehail.energy_consumption_kwh_km,0.15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0383,0.0021,0.0350,0.0986,0.0000,0.1405,0.0000,0.0000,0.0000,0.0000,0.0101,0.0095,0.0000,0.0104,0.0185,0.0350,0.0013,0.0797,0.0406,0.0162,0.0078,0.0084,0.0173,0.0000,0.0000,0.0062,0.0000,0.0155,0.0155,0.0000,-0.0005,0.0000
vehicles.robotaxi.battery_kwh,56,0.0000,0.0000,0.0000,0.0000,0.0739,-0.0589,0.0666,0.0216,-0.1522,0.0000,-0.2159,0.0000,0.0000,0.1666,0.0000,0.0435,0.0410,0.1389,0.0272,0.0423,0.0216,0.0694,-0.1225,-0.0141,0.0482,0.0446,0.0036,0.0525,0.0160,0.0106,0.0290,0.0106,0.0568,0.0568,0.0000,-0.0021,0.0000
vehicles.robotaxi.pure_electric_share,1,0.0000,0.5952,0.0000,0.1421,0.0739,0.0888,0.0747,0.0811,0.2283,0.0000,0.3251,0.2798,0.0000,0.1666,0.0000,0.0824,0.0776,0.1389,0.0682,0.0786,0.0811,0.0744,0.1845,0.1024,0.0761,0.0744,0.0017,0.0777,0.0160,0.0106,0.0379,0.0106,0.0793,0.0793,0.0000,-0.0040,0.0000
vehicles.robotaxi.daily_km,450,0.0000,0.0000,0.0000,0.0000,0.0000,0.1186,0.0065,0.1081,0.3043,0.0000,0.4344,0.0000,0.0000,0.0000,0.0000,0.0312,0.0294,0.0000,0.0359,0.0571,0.1081,0.0040,0.2466,0.1256,0.0499,0.0227,0.0272,0.0527,0.0000,0.0000,0.0187,0.0000,0.0471,0.0471,0.0000,-0.0015,0.0000
vehicles.robotaxi.energy_consumption_kwh_km,0.15,0.0000,0.0000,0.0000,0.0000,0.0000,0.1186,0.0065,0.1081,0.3043,0.0000,0.4344,0.0000,0.0000,0.0000,0.0000,0.0312,0.0294,0.0000,0.0359,0.0571,0.1081,0.0040,0.2466,0.1256,0.0499,0.0227,0.0272,0.0527,0.0000,0.0000,0.0187,0.0000,0.0471,0.0471,0.0000,-0.0015,0.0000
vehicles.private.battery_kwh,56,0.0000,0.0000,0.0000,0.0000,0.2134,0.0000,0.2017,0.0312,0.0000,0.0000,0.0000,0.0000,0.0000,0.2196,0.7915,0.1757,0.1653,0.1831,0.1095,0.1177,0.0312,0.2062,0.0000,0.0407,0.1258,0.1708,-0.0442,0.1291,0.7130,0.7101,0.5055,0.7101,0.1957,0.1957,0.1603,-0.0086,0.0000
vehicles.private.pure_electric_share,1,0.0000,0.0000,1.0042,0.4120,0.2143,0.0000,0.2025,0.0314,0.0883,0.0000,0.0000,0.3688,0.9074,0.2196,0.7915,0.1757,0.1653,0.1831,0.1165,0.1182,0.0314,0.2071,0.0000,0.0408,0.1263,0.1703,-0.0432,0.1283,0.7130,0.7101,0.5053,0.7101,0.1950,0.1950,0.1603,-0.0086,0.0000
vehicles.private.daily_km,60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0013,0.0013,-0.0013,0.0000,0.0000,-0.0005,0.0000,-0.0012,-0.0012,0.0000,0.0000,0.0000
vehicles.private.energy_consumption_kwh_km,0.15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0013,0.0013,-0.0013,0.0000,0.0000,-0.0005,0.0000,-0.0012,-0.0012,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.保守.8万元以下,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.保守.8至15万元,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.保守.15万元以上,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.中枢.8万元以下,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.中枢.8至15万元,0.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.中枢.15万元以上,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.激进.8万元以下,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.激进.8至15万元,0.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
vehicles.private.scenario_swap_penetration.激进.15万元以上,0.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
operating_demand.passenger_trips_2025_yi,344.82,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
operating_demand.average_trip_km,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
operating_demand.pool_2030_yi_km,3500,0.0000,0.4881,0.0000,0.1165,0.0606,0.0536,0.0602,0.0488,0.1373,0.0000,0.1964,0.0883,0.0088,0.0526,0.0077,0.0639,0.0601,0.0438,0.0505,0.0551,0.0488,0.0604,0.1115,0.0636,0.0542,0.0587,-0.0045,0.0549,0.0118,0.0134,0.0271,0.0134,0.0480,0.0480,0.0478,-0.0031,0.0000
operating_demand.robotaxi_fleet_wan,50,0.0000,-0.0833,0.0000,-0.0199,-0.0103,-0.0089,-0.0103,-0.0083,-0.0234,0.0000,-0.0325,-0.0146,-0.0015,-0.0087,-0.0013,-0.0105,-0.0099,-0.0072,-0.0083,-0.0094,-0.0083,-0.0103,-0.0185,-0.0107,-0.0093,-0.0097,0.0005,-0.0094,-0.0019,-0.0022,-0.0046,-0.0022,-0.0082,-0.0082,-0.0079,0.0005,0.0000
operating_demand.robotaxi_daily_km,350,0.0000,-0.0833,0.0000,-0.0199,-0.0103,-0.0089,-0.0103,-0.0083,-0.0234,0.0000,-0.0325,-0.0146,-0.0015,-0.0087,-0.0013,-0.0105,-0.0099,-0.0072,-0.0083,-0.0094,-0.0083,-0.0103,-0.0185,-0.0107,-0.0093,-0.0097,0.0005,-0.0094,-0.0019,-0.0022,-0.0046,-0.0022,-0.0082,-0.0082,-0.0079,0.0005,0.0000
operating_demand.robotaxi_days,330,0.0000,-0.0833,0.0000,-0.0199,-0.0103,-0.0089,-0.0103,-0.0083,-0.0234,0.0000,-0.0325,-0.0146,-0.0015,-0.0087,-0.0013,-0.0105,-0.0099,-0.0072,-0.0083,-0.0094,-0.0083,-0.0103,-0.0185,-0.0107,-0.0093,-0.0097,0.0005,-0.0094,-0.0019,-0.0022,-0.0046,-0.0022,-0.0082,-0.0082,-0.0079,0.0005,0.0000
operating_demand.human_daily_km,350,0.0000,-0.3690,0.0000,-0.0881,-0.0458,-0.0401,-0.0455,-0.0369,-0.1038,0.0000,-0.1470,-0.0670,-0.0067,-0.0399,-0.0059,-0.0483,-0.0455,-0.0333,-0.0383,-0.0416,-0.0369,-0.0456,-0.0834,-0.0478,-0.0410,-0.0445,0.0036,-0.0415,-0.0090,-0.0101,-0.0205,-0.0101,-0.0363,-0.0363,-0.0363,0.0024,0.0000
operating_demand.human_days,330,0.0000,-0.3690,0.0000,-0.0881,-0.0458,-0.0401,-0.0455,-0.0369,-0.1038,0.0000,-0.1470,-0.0670,-0.0067,-0.0399,-0.0059,-0.0483,-0.0455,-0.0333,-0.0383,-0.0416,-0.0369,-0.0456,-0.0834,-0.0478,-0.0410,-0.0445,0.0036,-0.0415,-0.0090,-0.0101,-0.0205,-0.0101,-0.0363,-0.0363,-0.0363,0.0024,0.0000
operating_demand.taxi_stock_wan,132.31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,0.0005,0.0078,0.0219,0.0000,0.0312,0.0000,0.0000,0.0000,0.0000,0.0022,0.0021,0.0000,0.0028,0.0041,0.0078,0.0003,0.0177,0.0090,0.0036,0.0016,0.0020,0.0037,0.0000,0.0000,0.0013,0.0000,0.0033,0.0033,0.0000,-0.0001,0.0000
stations.qiji75_short.station_body_capex_wan,500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0046,0.0000,0.0033,0.0000,0.0000,0.0000,0.0000,0.0002,-0.0000,0.0043,-0.0044,-0.0007,0.0000,0.0000,-0.0002,0.0000,-0.0006,-0.0006,0.0064,-0.0002,0.0000
stations.qiji75_short.inventory_blocks,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0522,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0026,0.0022,0.0000,0.0017,0.0025,0.0000,0.0018,0.0000,0.0003,0.0027,0.0026,0.0001,0.0029,0.0000,0.0000,0.0010,0.0000,0.0026,0.0026,0.0031,-0.0001,0.0000
stations.qiji75_short.block_kwh,171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0522,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0026,0.0022,0.0000,0.0017,0.0025,0.0000,0.0018,0.0000,0.0003,0.0027,0.0026,0.0001,0.0029,0.0000,0.0000,0.0010,0.0000,0.0026,0.0026,0.0031,-0.0001,0.0000
stations.qiji75_short.charging_power_kw,4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stations.qiji75_short.operating_hours_day,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stations.qiji75_short.swap_duration_seconds,300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stations.qiji75_short.planning_daily_capacity,192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stations.qiji75_trunk.station_body_capex_wan,500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0630,0.0542,0.0000,0.0386,0.0000,0.0000,0.0000,0.0000,0.0028,-0.0003,0.0512,-0.0512,-0.0082,0.0000,0.0000,-0.0029,0.0000,-0.0073,-0.0073,0.0754,-0.0028,0.0000
stations.qiji75_trunk.inventory_blocks,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.6161,0.0339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0305,0.0260,0.0205,0.0252,0.0291,0.0000,0.0208,0.0000,0.0041,0.0317,0.0521,-0.0203,0.0330,-0.0005,0.0000,0.0114,0.0000,0.0287,0.0287,0.0365,-0.0014,0.0000
stations.qiji75_trunk.block_kwh,171,0.0000,0.0000,0.0000,0.0000,0.0000,0.6161,0.0339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0305,0.0260,0.0205,0.0252,0.0291,0.0000,0.0208,0.0000,0.0041,0.0317,0.0521,-0.0203,0.0330,-0.0005,0.0000,0.0114,0.0000,0.0287,0.0287,0.0365,-0.0014,0.0000
stations.qiji75_trunk.charging_power_kw,4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stations.qiji75_trunk.operating_hours_day,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stations.qiji75_trunk.swap_duration_seconds,300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stations.qiji75_trunk.planning_daily_capacity,192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stations.choco25_passenger.station_body_capex_wan,200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0303,0.0212,0.0000,0.0185,0.0000,0.0000,0.0000,0.0000,0.0013,-0.0001,0.0246,-0.0247,-0.0039,0.0000,0.0000,-0.0014,0.0000,-0.0035,-0.0035,0.0865,-0.0011,0.0000
stations.choco25_passenger.inventory_blocks,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.1414,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0049,0.0000,0.0044,0.0067,0.0000,0.0048,0.0000,0.0009,0.0073,0.0069,0.0004,0.0079,0.0000,0.0000,0.0028,0.0000,0.0070,0.0070,0.0200,-0.0003,0.0000
stations.choco25_passenger.block_kwh,56,0.0000,0.0000,0.0000,0.0000,0.0000,0.1414,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0049,0.0000,0.0044,0.0067,0.0000,0.0048,0.0000,0.0009,0.0073,0.0069,0.0004,0.0079,0.0000,0.0000,0.0028,0.0000,0.0070,0.0070,0.0200,-0.0003,0.0000
